az	56	susa
az	57	tartar
az	58	tovuz
az	59	ucar
az	60	xacmaz
az	61	xankandi
az	62	xanlar
az	63	xizi
az	64	xocali
az	65	xocavand
az	66	yardimli
az	67	yevlax
az	68	yevlax
az	69	zangilan
az	70	zaqatala
az	71	zardab
ba	01	federation of bosnia and herzegovina
ba	02	republika srpska
bb	01	christ church
bb	02	saint andrew
bb	03	saint george
bb	04	saint james
bb	05	saint john
bb	06	saint joseph
bb	07	saint lucy
bb	08	saint michael
bb	09	saint peter
bb	10	saint philip
bb	11	saint thomas
bd	80	chittagong division
bd	81	dhaka
bd	82	khulna
bd	83	rajshahi
bd	84	chittagong
bd	85	barisal
bd	86	sylhet
be	01	antwerpen
be	02	flemish brabant 
be	03	hainaut
be	04	liege
be	05	limburg
be	06	luxembourg
be	07	namur
be	08	oost-vlaanderen
be	09	west-vlaanderen
be	10	brabant wallon
be	11	brussels hoofdstedelijk gewest
be	12	vlaams-brabant
be	13	flanders
be	14	wallonia
bf	15	bam
bf	18	boulgou
bf	19	boulkiemde
bf	20	ganzourgou
bf	21	gnagna
bf	28	kouritenga
bf	33	oudalan
bf	34	passore
bf	36	sanguie
bf	40	soum
bf	42	tapoa
bf	44	zoundweogo
bf	45	bale
bf	46	banwa
bf	47	bazega
bf	48	bougouriba
bf	49	boulgou
bf	50	gourma
bf	51	houet
bf	52	ioba
bf	53	kadiogo
bf	54	kenedougou
bf	55	komoe
bf	56	komondjari
bf	57	kompienga
bf	58	kossi
bf	59	koulpelogo
bf	60	kourweogo
bf	61	leraba
bf	62	loroum
bf	63	mouhoun
bf	64	namentenga
bf	65	naouri
bf	66	nayala
bf	67	noumbiel
bf	68	oubritenga
bf	69	poni
bf	70	sanmatenga
bf	71	seno
bf	72	sissili
bf	73	sourou
bf	74	tuy
bf	75	yagha
bf	76	yatenga
bf	77	ziro
bf	78	zondoma
bg	33	mikhaylovgrad
bg	38	blagoevgrad
bg	39	burgas
bg	40	dobrich
bg	41	gabrovo
bg	42	grad sofiya
bg	43	khaskovo
bg	44	kurdzhali
bg	45	kyustendil
bg	46	lovech
bg	47	montana
bg	48	pazardzhik
bg	49	pernik
bg	50	pleven
bg	51	plovdiv
bg	52	razgrad
bg	53	ruse
bg	54	shumen
bg	55	silistra
bg	56	sliven
bg	57	smolyan
bg	58	sofiya
bg	59	stara zagora
bg	60	turgovishte
bg	61	varna
bg	62	veliko turnovo
bg	63	vidin
bg	64	vratsa
bg	65	yambol
bh	01	al hadd
bh	02	al manamah
bh	05	jidd hafs
bh	06	sitrah
bh	08	al mintaqah al gharbiyah
bh	09	mintaqat juzur hawar
bh	10	al mintaqah ash shamaliyah
bh	11	al mintaqah al wusta
bh	12	madinat
bh	13	ar rifa
bh	14	madinat hamad
bh	15	al muharraq
bh	16	al asimah
bh	17	al janubiyah
bh	18	ash shamaliyah
bh	19	al wusta
bi	02	bujumbura
bi	05	muramvya
bi	09	bubanza
bi	10	bururi
bi	11	cankuzo
bi	12	cibitoke
bi	13	gitega
bi	14	karuzi
bi	15	kayanza
bi	16	kirundo
bi	17	makamba
bi	18	muyinga
bi	19	ngozi
bi	20	rutana
bi	21	ruyigi
bi	22	muramvya
bi	23	mwaro
bj	07	alibori
bj	08	atakora
bj	09	atlantique
bj	10	borgou
bj	11	collines
bj	12	kouffo
bj	13	donga
bj	14	littoral
bj	15	mono
bj	16	oueme
bj	17	plateau
bj	18	zou
bm	01	devonshire
bm	02	hamilton
bm	03	hamilton
bm	04	paget
bm	05	pembroke
bm	06	saint george
bm	07	saint george's
bm	08	sandys
bm	09	smiths
bm	10	southampton
bm	11	warwick
bn	07	alibori
bn	08	belait
bn	09	brunei and muara
bn	10	temburong
bn	11	collines
bn	12	kouffo
bn	13	donga
bn	14	littoral
bn	15	tutong
bn	16	oueme
bn	17	plateau
bn	18	zou
bo	01	chuquisaca
bo	02	cochabamba
bo	03	el beni
bo	04	la paz
bo	05	oruro
bo	06	pando
bo	07	potosi
bo	08	santa cruz
bo	09	tarija
br	01	acre
br	02	alagoas
br	03	amapa
br	04	amazonas
br	05	bahia
br	06	ceara
br	07	distrito federal
br	08	espirito santo
br	11	mato grosso do sul
br	13	maranhao
br	14	mato grosso
br	15	minas gerais
br	16	para
br	17	paraiba
br	18	parana
br	20	piaui
br	21	rio de janeiro
br	22	rio grande do norte
br	23	rio grande do sul
br	24	rondonia
br	25	roraima
br	26	santa catarina
br	27	sao paulo
br	28	sergipe
br	29	goias
br	30	pernambuco
br	31	tocantins
bs	05	bimini
bs	06	cat island
bs	10	exuma
bs	13	inagua
bs	15	long island
bs	16	mayaguana
bs	18	ragged island
bs	22	harbour island
bs	23	new providence
bs	24	acklins and crooked islands
bs	25	freeport
bs	26	fresh creek
bs	27	governor's harbour
bs	28	green turtle cay
bs	29	high rock
bs	30	kemps bay
bs	31	marsh harbour
bs	32	nichollstown and berry islands
bs	33	rock sound
bs	34	sandy point
bs	35	san salvador and rum cay
bt	05	bumthang
bt	06	chhukha
bt	07	chirang
bt	08	daga
bt	09	geylegphug
bt	10	ha
bt	11	lhuntshi
bt	12	mongar
bt	13	paro
bt	14	pemagatsel
bt	15	punakha
bt	16	samchi
bt	17	samdrup
bt	18	shemgang
bt	19	tashigang
bt	20	thimphu
bt	21	tongsa
bt	22	wangdi phodrang
bw	01	central
bw	03	ghanzi
bw	04	kgalagadi
bw	05	kgatleng
bw	06	kweneng
bw	08	north-east
bw	09	south-east
bw	10	southern
bw	11	north-west
by	01	brestskaya voblasts'
by	02	homyel'skaya voblasts'
by	03	hrodzyenskaya voblasts'
by	04	minsk
by	05	minskaya voblasts'
by	06	mahilyowskaya voblasts'
by	07	vitsyebskaya voblasts'
bz	01	belize
bz	02	cayo
bz	03	corozal
bz	04	orange walk
bz	05	stann creek
bz	06	toledo
ca	01	alberta
ca	02	british columbia
ca	03	manitoba
ca	04	new brunswick
ca	05	newfoundland
ca	07	nova scotia
ca	13	northwest territories
ca	14	nunavut
ca	08	ontario
ca	09	prince edward island
ca	10	quebec
ca	11	saskatchewan
ca	12	yukon territory
cd	01	bandundu
cd	02	equateur
cd	04	kasai-oriental
cd	05	katanga
cd	06	kinshasa
cd	08	bas-congo
cd	09	orientale
cd	10	maniema
cd	11	nord-kivu
cd	12	sud-kivu
cf	01	bamingui-bangoran
cf	02	basse-kotto
cf	03	haute-kotto
cf	04	mambere-kadei
cf	05	haut-mbomou
cf	06	kemo
cf	07	lobaye
cf	08	mbomou
cf	09	nana-mambere
cf	11	ouaka
cf	12	ouham
cf	13	ouham-pende
cf	14	cuvette-ouest
cf	15	nana-grebizi
cf	16	sangha-mbaere
cf	17	ombella-mpoko
cf	18	bangui
cg	01	bouenza
cg	04	kouilou
cg	05	lekoumou
cg	06	likouala
cg	07	niari
cg	08	plateaux
cg	10	sangha
cg	11	pool
cg	12	brazzaville
cg	13	cuvette
cg	14	cuvette-ouest
ch	01	aargau
ch	02	ausser-rhoden
ch	03	basel-landschaft
ch	04	basel-stadt
ch	05	bern
ch	06	fribourg
ch	07	geneve
ch	08	glarus
ch	09	graubunden
ch	10	inner-rhoden
ch	11	luzern
ch	12	neuchatel
ch	13	nidwalden
ch	14	obwalden
ch	15	sankt gallen
ch	16	schaffhausen
ch	17	schwyz
ch	18	solothurn
ch	19	thurgau
ch	20	ticino
ch	21	uri
ch	22	valais
ch	23	vaud
ch	24	zug
ch	25	zurich
ch	26	jura
ci	74	agneby
ci	75	bafing
ci	76	bas-sassandra
ci	77	denguele
ci	78	dix-huit montagnes
ci	79	fromager
ci	80	haut-sassandra
ci	81	lacs
ci	82	lagunes
ci	83	marahoue
ci	84	moyen-cavally
ci	85	moyen-comoe
ci	86	n'zi-comoe
ci	87	savanes
ci	88	sud-bandama
ci	89	sud-comoe
ci	90	vallee du bandama
ci	91	worodougou
ci	92	zanzan
cl	01	valparaiso
cl	02	aisen del general carlos ibanez del campo
cl	03	antofagasta
cl	04	araucania
cl	05	atacama
cl	06	bio-bio
cl	07	coquimbo
cl	08	libertador general bernardo o'higgins
cl	09	los lagos
cl	10	magallanes y de la antartica chilena
cl	11	maule
cl	12	region metropolitana
cl	13	tarapaca
cl	14	los lagos
cl	15	tarapaca
cl	16	arica y parinacota
cl	17	los rios
cm	04	est
cm	05	littoral
cm	07	nord-ouest
cm	08	ouest
cm	09	sud-ouest
cm	10	adamaoua
cm	11	centre
cm	12	extreme-nord
cm	13	nord
cm	14	sud
cn	01	anhui
cn	02	zhejiang
cn	03	jiangxi
cn	04	jiangsu
cn	05	jilin
cn	06	qinghai
cn	07	fujian
cn	08	heilongjiang
cn	09	henan
cn	10	hebei
cn	11	hunan
cn	12	hubei
cn	13	xinjiang
cn	14	xizang
cn	15	gansu
cn	16	guangxi
cn	18	guizhou
cn	19	liaoning
cn	20	nei mongol
cn	21	ningxia
cn	22	beijing
cn	23	shanghai
cn	24	shanxi
cn	25	shandong
cn	26	shaanxi
cn	28	tianjin
cn	29	yunnan
cn	30	guangdong
cn	31	hainan
cn	32	sichuan
cn	33	chongqing
co	01	amazonas
co	02	antioquia
co	03	arauca
co	04	atlantico
co	08	caqueta
co	09	cauca
co	10	cesar
co	11	choco
co	12	cordoba
co	14	guaviare
co	15	guainia
co	16	huila
co	17	la guajira
co	19	meta
co	20	narino
co	21	norte de santander
co	22	putumayo
co	23	quindio
co	24	risaralda
co	25	san andres y providencia
co	26	santander
co	27	sucre
co	28	tolima
co	29	valle del cauca
co	30	vaupes
co	31	vichada
co	32	casanare
co	33	cundinamarca
co	34	distrito especial
co	35	bolivar
co	36	boyaca
co	37	caldas
co	38	magdalena
cr	01	alajuela
cr	02	cartago
cr	03	guanacaste
cr	04	heredia
cr	06	limon
cr	07	puntarenas
cr	08	san jose
cu	01	pinar del rio
cu	02	ciudad de la habana
cu	03	matanzas
cu	04	isla de la juventud
cu	05	camaguey
cu	07	ciego de avila
cu	08	cienfuegos
cu	09	granma
cu	10	guantanamo
cu	11	la habana
cu	12	holguin
cu	13	las tunas
cu	14	sancti spiritus
cu	15	santiago de cuba
cu	16	villa clara
cv	01	boa vista
cv	02	brava
cv	04	maio
cv	05	paul
cv	07	ribeira grande
cv	08	sal
cv	10	sao nicolau
cv	11	sao vicente
cv	13	mosteiros
cv	14	praia
cv	15	santa catarina
cv	16	santa cruz
cv	17	sao domingos
cv	18	sao filipe
cv	19	sao miguel
cv	20	tarrafal
cy	01	famagusta
cy	02	kyrenia
cy	03	larnaca
cy	04	nicosia
cy	05	limassol
cy	06	paphos
cz	52	hlavni mesto praha
cz	78	jihomoravsky kraj
cz	79	jihocesky kraj
cz	80	vysocina
cz	81	karlovarsky kraj
cz	82	kralovehradecky kraj
cz	83	liberecky kraj
cz	84	olomoucky kraj
cz	85	moravskoslezsky kraj
cz	86	pardubicky kraj
cz	87	plzensky kraj
cz	88	stredocesky kraj
cz	89	ustecky kraj
cz	90	zlinsky kraj
de	01	baden-wurttemberg
de	02	bayern
de	03	bremen
de	04	hamburg
de	05	hessen
de	06	niedersachsen
de	07	nordrhein-westfalen
de	08	rheinland-pfalz
de	09	saarland
de	10	schleswig-holstein
de	11	brandenburg
de	12	mecklenburg-vorpommern
de	13	sachsen
de	14	sachsen-anhalt
de	15	thuringen
de	16	berlin
dj	01	ali sabieh
dj	04	obock
dj	05	tadjoura
dj	06	dikhil
dj	07	djibouti
dj	08	arta
dk	17	hovedstaden
dk	18	midtjylland
dk	19	nordjylland
dk	20	sjelland
dk	21	syddanmark
dm	02	saint andrew
dm	03	saint david
dm	04	saint george
dm	05	saint john
dm	06	saint joseph
dm	07	saint luke
dm	08	saint mark
dm	09	saint patrick
dm	10	saint paul
dm	11	saint peter
do	01	azua
do	02	baoruco
do	03	barahona
do	04	dajabon
do	05	distrito nacional
do	06	duarte
do	08	espaillat
do	09	independencia
do	10	la altagracia
do	11	elias pina
do	12	la romana
do	14	maria trinidad sanchez
do	15	monte cristi
do	16	pedernales
do	17	peravia
do	18	puerto plata
do	19	salcedo
do	20	samana
do	21	sanchez ramirez
do	23	san juan
do	24	san pedro de macoris
do	25	santiago
do	26	santiago rodriguez
do	27	valverde
do	28	el seibo
do	29	hato mayor
do	30	la vega
do	31	monsenor nouel
do	32	monte plata
do	33	san cristobal
do	34	distrito nacional
do	35	peravia
do	36	san jose de ocoa
do	37	santo domingo
dz	01	alger
dz	03	batna
dz	04	constantine
dz	06	medea
dz	07	mostaganem
dz	09	oran
dz	10	saida
dz	12	setif
dz	13	tiaret
dz	14	tizi ouzou
dz	15	tlemcen
dz	18	bejaia
dz	19	biskra
dz	20	blida
dz	21	bouira
dz	22	djelfa
dz	23	guelma
dz	24	jijel
dz	25	laghouat
dz	26	mascara
dz	27	m'sila
dz	29	oum el bouaghi
dz	30	sidi bel abbes
dz	31	skikda
dz	33	tebessa
dz	34	adrar
dz	35	ain defla
dz	36	ain temouchent
dz	37	annaba
dz	38	bechar
dz	39	bordj bou arreridj
dz	40	boumerdes
dz	41	chlef
dz	42	el bayadh
dz	43	el oued
dz	44	el tarf
dz	45	ghardaia
dz	46	illizi
dz	47	khenchela
dz	48	mila
dz	49	naama
dz	50	ouargla
dz	51	relizane
dz	52	souk ahras
dz	53	tamanghasset
dz	54	tindouf
dz	55	tipaza
dz	56	tissemsilt
ec	01	galapagos
ec	02	azuay
ec	03	bolivar
ec	04	canar
ec	05	carchi
ec	06	chimborazo
ec	07	cotopaxi
ec	08	el oro
ec	09	esmeraldas
ec	10	guayas
ec	11	imbabura
ec	12	loja
ec	13	los rios
ec	14	manabi
ec	15	morona-santiago
ec	17	pastaza
ec	18	pichincha
ec	19	tungurahua
ec	20	zamora-chinchipe
ec	22	sucumbios
ec	23	napo
ec	24	orellana
ee	01	harjumaa
ee	02	hiiumaa
ee	03	ida-virumaa
ee	04	jarvamaa
ee	05	jogevamaa
ee	06	kohtla-jarve
ee	07	laanemaa
ee	08	laane-virumaa
ee	09	narva
ee	10	parnu
ee	11	parnumaa
ee	12	polvamaa
ee	13	raplamaa
ee	14	saaremaa
ee	15	sillamae
ee	16	tallinn
ee	17	tartu
ee	18	tartumaa
ee	19	valgamaa
ee	20	viljandimaa
ee	21	vorumaa
eg	01	ad daqahliyah
eg	02	al bahr al ahmar
eg	03	al buhayrah
eg	04	al fayyum
eg	05	al gharbiyah
eg	06	al iskandariyah
eg	07	al isma'iliyah
eg	08	al jizah
eg	09	al minufiyah
eg	10	al minya
eg	11	al qahirah
eg	12	al qalyubiyah
eg	13	al wadi al jadid
eg	14	ash sharqiyah
eg	15	as suways
eg	16	aswan
eg	17	asyut
eg	18	bani suwayf
eg	19	bur sa'id
eg	20	dumyat
eg	21	kafr ash shaykh
eg	22	matruh
eg	23	qina
eg	24	suhaj
eg	26	janub sina'
eg	27	shamal sina'
er	01	anseba
er	02	debub
er	03	debubawi k'eyih bahri
er	04	gash barka
er	05	ma'akel
er	06	semenawi k'eyih bahri
es	07	islas baleares
es	27	la rioja
es	29	madrid
es	31	murcia
es	32	navarra
es	34	asturias
es	39	cantabria
es	51	andalucia
es	52	aragon
es	53	canarias
es	54	castilla-la mancha
es	55	castilla y leon
es	56	catalonia
es	57	extremadura
es	58	galicia
es	59	pais vasco
es	60	comunidad valenciana
et	44	adis abeba
et	45	afar
et	46	amara
et	47	binshangul gumuz
et	48	dire dawa
et	49	gambela hizboch
et	50	hareri hizb
et	51	oromiya
et	52	sumale
et	53	tigray
et	54	yedebub biheroch bihereseboch na hizboch
fi	01	aland
fi	06	lapland
fi	08	oulu
fi	13	southern finland
fi	14	eastern finland
fi	15	western finland
fj	01	central
fj	02	eastern
fj	03	northern
fj	04	rotuma
fj	05	western
fm	01	kosrae
fm	02	pohnpei
fm	03	chuuk
fm	04	yap
fr	97	aquitaine
fr	98	auvergne
fr	99	basse-normandie
fr	a1	bourgogne
fr	a2	bretagne
fr	a3	centre
fr	a4	champagne-ardenne
fr	a5	corse
fr	a6	franche-comte
fr	a7	haute-normandie
fr	a8	ile-de-france
fr	a9	languedoc-roussillon
fr	b1	limousin
fr	b2	lorraine
fr	b3	midi-pyrenees
fr	b4	nord-pas-de-calais
fr	b5	pays de la loire
fr	b6	picardie
fr	b7	poitou-charentes
fr	b8	provence-alpes-cote d'azur
fr	b9	rhone-alpes
fr	c1	alsace
ga	01	estuaire
ga	02	haut-ogooue
ga	03	moyen-ogooue
ga	04	ngounie
ga	05	nyanga
ga	06	ogooue-ivindo
ga	07	ogooue-lolo
ga	08	ogooue-maritime
ga	09	woleu-ntem
gb	a1	barking and dagenham
gb	a2	barnet
gb	a3	barnsley
gb	a4	bath and north east somerset
gb	a5	bedfordshire
gb	a6	bexley
gb	a7	birmingham
gb	a8	blackburn with darwen
gb	a9	blackpool
gb	b1	bolton
gb	b2	bournemouth
gb	b3	bracknell forest
gb	b4	bradford
gb	b5	brent
gb	b6	brighton and hove
gb	b7	bristol, city of
gb	b8	bromley
gb	b9	buckinghamshire
gb	c1	bury
gb	c2	calderdale
gb	c3	cambridgeshire
gb	c4	camden
gb	c5	cheshire
gb	c6	cornwall
gb	c7	coventry
gb	c8	croydon
gb	c9	cumbria
gb	d1	darlington
gb	d2	derby
gb	d3	derbyshire
gb	d4	devon
gb	d5	doncaster
gb	d6	dorset
gb	d7	dudley
gb	d8	durham
gb	d9	ealing
gb	e1	east riding of yorkshire
gb	e2	east sussex
gb	e3	enfield
gb	e4	essex
gb	e5	gateshead
gb	e6	gloucestershire
gb	e7	greenwich
gb	e8	hackney
gb	e9	halton
gb	f1	hammersmith and fulham
gb	f2	hampshire
gb	f3	haringey
gb	f4	harrow
gb	f5	hartlepool
gb	f6	havering
gb	f7	herefordshire
gb	f8	hertford
gb	f9	hillingdon
gb	g1	hounslow
gb	g2	isle of wight
gb	g3	islington
gb	g4	kensington and chelsea
gb	g5	kent
gb	g6	kingston upon hull, city of
gb	g7	kingston upon thames
gb	g8	kirklees
gb	g9	knowsley
gb	h1	lambeth
gb	h2	lancashire
gb	h3	leeds
gb	h4	leicester
gb	h5	leicestershire
gb	h6	lewisham
gb	h7	lincolnshire
gb	h8	liverpool
gb	h9	london, city of
gb	i1	luton
gb	i2	manchester
gb	i3	medway
gb	i4	merton
gb	i5	middlesbrough
gb	i6	milton keynes
gb	i7	newcastle upon tyne
gb	i8	newham
gb	i9	norfolk
gb	j1	northamptonshire
gb	j2	north east lincolnshire
gb	j3	north lincolnshire
gb	j4	north somerset
gb	j5	north tyneside
gb	j6	northumberland
gb	j7	north yorkshire
gb	j8	nottingham
gb	j9	nottinghamshire
gb	k1	oldham
gb	k2	oxfordshire
gb	k3	peterborough
gb	k4	plymouth
gb	k5	poole
gb	k6	portsmouth
gb	k7	reading
gb	k8	redbridge
gb	k9	redcar and cleveland
gb	l1	richmond upon thames
gb	l2	rochdale
gb	l3	rotherham
gb	l4	rutland
gb	l5	salford
gb	l6	shropshire
gb	l7	sandwell
gb	l8	sefton
gb	l9	sheffield
gb	m1	slough
gb	m2	solihull
gb	m3	somerset
gb	m4	southampton
gb	m5	southend-on-sea
gb	m6	south gloucestershire
gb	m7	south tyneside
gb	m8	southwark
gb	m9	staffordshire
gb	n1	st. helens
gb	n2	stockport
gb	n3	stockton-on-tees
gb	n4	stoke-on-trent
gb	n5	suffolk
gb	n6	sunderland
gb	n7	surrey
gb	n8	sutton
gb	n9	swindon
gb	o1	tameside
gb	o2	telford and wrekin
gb	o3	thurrock
gb	o4	torbay
gb	o5	tower hamlets
gb	o6	trafford
gb	o7	wakefield
gb	o8	walsall
gb	o9	waltham forest
gb	p1	wandsworth
gb	p2	warrington
gb	p3	warwickshire
gb	p4	west berkshire
gb	p5	westminster
gb	p6	west sussex
gb	p7	wigan
gb	p8	wiltshire
gb	p9	windsor and maidenhead
gb	q1	wirral
gb	q2	wokingham
gb	q3	wolverhampton
gb	q4	worcestershire
gb	q5	york
gb	q6	antrim
gb	q7	ards
gb	q8	armagh
gb	q9	ballymena
gb	r1	ballymoney
gb	r2	banbridge
gb	r3	belfast
gb	r4	carrickfergus
gb	r5	castlereagh
gb	r6	coleraine
gb	r7	cookstown
gb	r8	craigavon
gb	r9	down
gb	s1	dungannon
gb	s2	fermanagh
gb	s3	larne
gb	s4	limavady
gb	s5	lisburn
gb	s6	derry
gb	s7	magherafelt
gb	s8	moyle
gb	s9	newry and mourne
gb	t1	newtownabbey
gb	t2	north down
gb	t3	omagh
gb	t4	strabane
gb	t5	aberdeen city
gb	t6	aberdeenshire
gb	t7	angus
gb	t8	argyll and bute
gb	t9	scottish borders, the
gb	u1	clackmannanshire
gb	u2	dumfries and galloway
gb	u3	dundee city
gb	u4	east ayrshire
gb	u5	east dunbartonshire
gb	u6	east lothian
gb	u7	east renfrewshire
gb	u8	edinburgh, city of
gb	u9	falkirk
gb	v1	fife
gb	v2	glasgow city
gb	v3	highland
gb	v4	inverclyde
gb	v5	midlothian
gb	v6	moray
gb	v7	north ayrshire
gb	v8	north lanarkshire
gb	v9	orkney
gb	w1	perth and kinross
gb	w2	renfrewshire
gb	w3	shetland islands
gb	w4	south ayrshire
gb	w5	south lanarkshire
gb	w6	stirling
gb	w7	west dunbartonshire
gb	w8	eilean siar
gb	w9	west lothian
gb	x1	isle of anglesey
gb	x2	blaenau gwent
gb	x3	bridgend
gb	x4	caerphilly
gb	x5	cardiff
gb	x6	ceredigion
gb	x7	carmarthenshire
gb	x8	conwy
gb	x9	denbighshire
gb	y1	flintshire
gb	y2	gwynedd
gb	y3	merthyr tydfil
gb	y4	monmouthshire
gb	y5	neath port talbot
gb	y6	newport
gb	y7	pembrokeshire
gb	y8	powys
gb	y9	rhondda cynon taff
gb	z1	swansea
gb	z2	torfaen
gb	z3	vale of glamorgan, the
gb	z4	wrexham
gb	z5	bedfordshire
gb	z6	central bedfordshire
gb	z7	cheshire east
gb	z8	cheshire west and chester
gb	z9	isles of scilly
gd	01	saint andrew
gd	02	saint david
gd	03	saint george
gd	04	saint john
gd	05	saint mark
gd	06	saint patrick
ge	01	abashis raioni
ge	02	abkhazia
ge	03	adigenis raioni
ge	04	ajaria
ge	05	akhalgoris raioni
ge	06	akhalk'alak'is raioni
ge	07	akhalts'ikhis raioni
ge	08	akhmetis raioni
ge	09	ambrolauris raioni
ge	10	aspindzis raioni
ge	11	baghdat'is raioni
ge	12	bolnisis raioni
ge	13	borjomis raioni
ge	14	chiat'ura
ge	15	ch'khorotsqus raioni
ge	16	ch'okhatauris raioni
ge	17	dedop'listsqaros raioni
ge	18	dmanisis raioni
ge	19	dushet'is raioni
ge	20	gardabanis raioni
ge	21	gori
ge	22	goris raioni
ge	23	gurjaanis raioni
ge	24	javis raioni
ge	25	k'arelis raioni
ge	26	kaspis raioni
ge	27	kharagaulis raioni
ge	28	khashuris raioni
ge	29	khobis raioni
ge	30	khonis raioni
ge	31	k'ut'aisi
ge	32	lagodekhis raioni
ge	33	lanch'khut'is raioni
ge	34	lentekhis raioni
ge	35	marneulis raioni
ge	36	martvilis raioni
ge	37	mestiis raioni
ge	38	mts'khet'is raioni
ge	39	ninotsmindis raioni
ge	40	onis raioni
ge	41	ozurget'is raioni
ge	42	p'ot'i
ge	43	qazbegis raioni
ge	44	qvarlis raioni
ge	45	rust'avi
ge	46	sach'kheris raioni
ge	47	sagarejos raioni
ge	48	samtrediis raioni
ge	49	senakis raioni
ge	50	sighnaghis raioni
ge	51	t'bilisi
ge	52	t'elavis raioni
ge	53	t'erjolis raioni
ge	54	t'et'ritsqaros raioni
ge	55	t'ianet'is raioni
ge	56	tqibuli
ge	57	ts'ageris raioni
ge	58	tsalenjikhis raioni
ge	59	tsalkis raioni
ge	60	tsqaltubo
ge	61	vanis raioni
ge	62	zestap'onis raioni
ge	63	zugdidi
ge	64	zugdidis raioni
gh	01	greater accra
gh	02	ashanti
gh	03	brong-ahafo
gh	04	central
gh	05	eastern
gh	06	northern
gh	08	volta
gh	09	western
gh	10	upper east
gh	11	upper west
gl	01	nordgronland
gl	02	ostgronland
gl	03	vestgronland
gm	01	banjul
gm	02	lower river
gm	03	central river
gm	04	upper river
gm	05	western
gm	07	north bank
gn	01	beyla
gn	02	boffa
gn	03	boke
gn	04	conakry
gn	05	dabola
gn	06	dalaba
gn	07	dinguiraye
gn	09	faranah
gn	10	forecariah
gn	11	fria
gn	12	gaoual
